ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,tract_id
10002718,HY191996,02/06/2015 09:00:00 AM,090XX S CARPENTER ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2222,22,21,73,06,1170906.0,1844776.0,2015,02/10/2018 03:50:01 PM,41.729537068,-87.64951517899999,"(41.729537068, -87.649515179)",1400000US1703117031730202
10002719,HY192003,03/19/2015 04:00:00 PM,069XX S WASHTENAW AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,831,8,18,66,06,1159574.0,1858490.0,2015,02/10/2018 03:50:01 PM,41.76740997,-87.690652359,"(41.76740997, -87.690652359)",1400000US1703117031660900
10002722,HY191866,03/18/2015 04:00:00 PM,050XX W DIVERSEY AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,2521,25,31,19,06,1142272.0,1918146.0,2015,02/10/2018 03:50:01 PM,41.931451621,-87.75259380700001,"(41.931451621, -87.752593807)",1400000US1703117031190800
10002723,HY191975,03/20/2015 02:45:00 PM,0000X N DEARBORN ST,0820,THEFT,$500 AND UNDER,STREET,False,False,112,1,42,32,06,1175932.0,1900659.0,2015,02/10/2018 03:50:01 PM,41.882774244000004,-87.629427024,"(41.882774244, -87.629427024)",1400000US1703117031839100
10002724,HY191949,03/20/2015 02:23:00 PM,020XX N LOREL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2515,25,37,19,14,1140386.0,1913227.0,2015,02/10/2018 03:50:01 PM,41.917988207,-87.759645561,"(41.917988207, -87.759645561)",1400000US1703117031191200
10002725,HY191999,03/15/2015 03:45:00 PM,001XX S STATE ST,0860,THEFT,RETAIL THEFT,OTHER,False,False,112,1,42,32,06,1176401.0,1899781.0,2015,02/10/2018 03:50:01 PM,41.880354393000005,-87.62773136700001,"(41.880354393, -87.627731367)",1400000US1703117031839100
10002726,HY192015,03/20/2015 07:30:00 AM,050XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1624,16,45,15,14,1142088.0,1926124.0,2015,02/10/2018 03:50:01 PM,41.953347429000004,-87.75307152100001,"(41.953347429, -87.753071521)",1400000US1703117031150200
10002727,HY191862,03/20/2015 12:53:00 PM,099XX S WESTERN AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,BANK,False,False,2213,22,19,72,03,1162130.0,1838759.0,2015,02/10/2018 03:50:01 PM,41.713212258,-87.681830995,"(41.713212258, -87.681830995)",1400000US1703117031720400
10002728,HY191891,03/19/2015 08:00:00 PM,074XX S YATES BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,334,3,7,43,08A,1193493.0,1856195.0,2015,02/10/2018 03:50:01 PM,41.760349571999996,-87.566401164,"(41.760349572, -87.566401164)",1400000US1703117031431302
10002731,HY191979,03/04/2015 12:00:00 PM,019XX N MENDELL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,1433,14,32,22,11,1165993.0,1913063.0,2015,02/10/2018 03:50:01 PM,41.917029588000005,-87.665568637,"(41.917029588, -87.665568637)",1400000US1703117031832300
10002732,HY192000,03/20/2015 01:10:00 PM,063XX S CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),True,False,813,8,13,64,07,1145465.0,1862191.0,2015,02/10/2018 03:50:01 PM,41.777843802,-87.742275381,"(41.777843802, -87.742275381)",1400000US1703117031640700
10002733,HY191730,03/20/2015 11:56:00 AM,067XX N SEELEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,2412,24,50,2,14,1161410.0,1944595.0,2015,02/10/2018 03:50:01 PM,42.003651647,-87.68152532799999,"(42.003651647, -87.681525328)",1400000US1703117031020500
10002734,HY191645,03/20/2015 10:33:00 AM,075XX N PAULINA ST,0560,ASSAULT,SIMPLE,CTA BUS,False,False,2422,24,49,1,08A,1163690.0,1950023.0,2015,02/10/2018 03:50:01 PM,42.018498254,-87.672983233,"(42.018498254, -87.672983233)",1400000US1703117031010202
10002737,HY191861,03/19/2015 03:30:00 PM,067XX S SOUTH SHORE DR,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,331,3,5,43,06,1193387.0,1860848.0,2015,02/10/2018 03:50:01 PM,41.773120341,-87.566637641,"(41.773120341, -87.566637641)",1400000US1703117031430102
10002739,HY191838,03/15/2015 03:30:00 PM,119XX S LAFAYETTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,522,5,9,53,06,1178064.0,1825721.0,2015,02/10/2018 03:50:01 PM,41.677088446999996,-87.623868649,"(41.677088447, -87.623868649)",1400000US1703117031530501
10002742,HY191972,03/15/2015 12:01:00 AM,029XX S DR MARTIN LUTHER KING JR DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,133,1,4,35,11,1179394.0,1885524.0,2015,02/10/2018 03:50:01 PM,41.841164277,-87.6171782,"(41.841164277, -87.6171782)",1400000US1703117031350100
10002743,HY191917,03/20/2015 02:13:00 PM,015XX N PARKSIDE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,True,False,2531,25,29,25,04B,1138383.0,1909729.0,2015,02/10/2018 03:50:01 PM,41.908425822,-87.767089649,"(41.908425822, -87.767089649)",1400000US1703117031250600
10002744,HY192031,03/20/2015 03:00:00 AM,070XX S ARTESIAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,832,8,15,66,05,1161259.0,1857883.0,2015,02/10/2018 03:50:01 PM,41.765709559,-87.684492858,"(41.765709559, -87.684492858)",1400000US1703117031660900
10002745,HY191993,03/20/2015 03:00:00 AM,004XX N CLARK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,False,False,1831,18,42,8,11,1175463.0,1903198.0,2015,02/10/2018 03:50:01 PM,41.889751946,-87.631072891,"(41.889751946, -87.631072891)",1400000US1703117031081700
10002746,HY191990,03/20/2015 02:30:00 PM,046XX W HURON ST,2026,NARCOTICS,POSS: PCP,SIDEWALK,True,False,1111,11,28,25,18,1145136.0,1904233.0,2015,02/10/2018 03:50:01 PM,41.893219185999996,-87.742421235,"(41.893219186, -87.742421235)",1400000US1703117031251700
10002747,HY191945,03/20/2015 02:11:00 PM,070XX S PAULINA ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,735,7,17,67,26,1166229.0,1857975.0,2015,02/10/2018 03:50:01 PM,41.765857696,-87.66627348899999,"(41.765857696, -87.666273489)",1400000US1703117031671500
10002748,HY192029,03/20/2015 02:00:00 PM,023XX N ELSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,1432,14,32,22,14,1162828.0,1915873.0,2015,02/10/2018 03:50:01 PM,41.924807448,-87.677117815,"(41.924807448, -87.677117815)",1400000US1703117031832300
10002749,HY191867,03/20/2015 01:31:00 PM,001XX S LOCKWOOD AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,1522,15,29,25,08B,1141028.0,1898975.0,2015,02/10/2018 03:50:01 PM,41.878867226,-87.75763815799999,"(41.878867226, -87.757638158)",1400000US1703117031252102
10002751,HY191903,03/20/2015 01:50:00 PM,079XX S ELLIS AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,624,6,8,44,03,1184267.0,1852664.0,2015,02/10/2018 03:50:01 PM,41.750880891,-87.600324481,"(41.750880891, -87.600324481)",1400000US1703117031440101
10002752,HY191850,03/20/2015 12:28:00 PM,015XX E 87TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,CONVENIENCE STORE,True,False,412,4,8,45,26,1188069.0,1847602.0,2015,02/10/2018 03:50:01 PM,41.73690054,-87.586553276,"(41.73690054, -87.586553276)",1400000US1703117031480200
10002753,HY192007,03/20/2015 03:17:00 PM,070XX S BISHOP ST,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,True,False,734,7,17,67,26,1167885.0,1858008.0,2015,02/10/2018 03:50:01 PM,41.76591285,-87.66020273299999,"(41.76591285, -87.660202733)",1400000US1703117031671600
10002755,HY191887,03/20/2015 01:50:00 PM,071XX S SOUTH CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,323,3,5,69,08B,1183092.0,1857831.0,2015,02/10/2018 03:50:01 PM,41.765087055,-87.60446978600001,"(41.765087055, -87.604469786)",1400000US1703117031841800
10002756,HY191620,03/13/2015 03:55:00 PM,043XX S STATE ST,0460,BATTERY,SIMPLE,CTA BUS,False,False,215,2,3,38,08B,1176995.0,1876348.0,2015,02/10/2018 03:50:01 PM,41.816039143000005,-87.62625873399999,"(41.816039143, -87.626258734)",1400000US1703117031835700
10002757,HY192070,03/14/2015 08:00:00 PM,017XX W GEORGE ST,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,1931,19,32,6,06,1163955.0,1919512.0,2015,02/10/2018 03:50:01 PM,41.934769339,-87.672873726,"(41.934769339, -87.672873726)",1400000US1703117031062600
10002758,HY192006,02/09/2015 08:00:00 AM,044XX W MONROE ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1113,11,28,26,06,1146869.0,1899295.0,2015,02/10/2018 03:50:01 PM,41.879635827,-87.736182698,"(41.879635827, -87.736182698)",1400000US1703117031260500
10002760,HY192053,03/19/2015 04:00:00 PM,080XX S WESTERN AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,False,False,835,8,18,70,08B,1161769.0,1851456.0,2015,02/10/2018 03:50:01 PM,41.74806235,-87.682801662,"(41.74806235, -87.682801662)",1400000US1703117031700501
10002761,HY191966,03/17/2015 03:30:00 PM,007XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,511,5,8,50,08B,1183035.0,1836831.0,2015,02/10/2018 03:50:01 PM,41.707462015,-87.605329791,"(41.707462015, -87.605329791)",1400000US1703117031500200
10002762,HY191859,03/20/2015 12:00:00 PM,003XX N MICHIGAN AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,OTHER,False,False,111,1,42,32,11,1177244.0,1902417.0,2015,02/10/2018 03:50:01 PM,41.887568658,-87.624556055,"(41.887568658, -87.624556055)",1400000US1703117031320100
10002763,HY192087,01/20/2015 10:00:00 PM,020XX W DICKENS AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1432,14,32,22,06,1162331.0,1913846.0,2015,02/10/2018 03:50:01 PM,41.919255648000004,-87.679000844,"(41.919255648, -87.679000844)",1400000US1703117031832200
10002764,HY191982,03/19/2015 02:55:00 PM,003XX W ILLINOIS ST,0810,THEFT,OVER $500,ALLEY,False,False,1831,18,42,8,06,1173574.0,1903540.0,2015,02/10/2018 03:50:01 PM,41.890732628,-87.637999874,"(41.890732628, -87.637999874)",1400000US1703117031081800
10002765,HY192074,03/20/2015 07:00:00 AM,020XX W DICKENS AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1432,14,32,22,06,1162331.0,1913846.0,2015,02/10/2018 03:50:01 PM,41.919255648000004,-87.679000844,"(41.919255648, -87.679000844)",1400000US1703117031832200
10002766,HY192021,03/20/2015 03:30:00 PM,006XX N LAMON AVE,0820,THEFT,$500 AND UNDER,STREET,False,True,1532,15,37,25,06,1143572.0,1903968.0,2015,02/10/2018 03:50:01 PM,41.892521409000004,-87.748171938,"(41.892521409, -87.748171938)",1400000US1703117031251600
10002767,HY192045,03/20/2015 02:20:00 PM,002XX W 95TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,True,False,634,6,21,49,26,1176168.0,1841939.0,2015,02/10/2018 03:50:01 PM,41.721635631,-87.63032398600001,"(41.721635631, -87.630323986)",1400000US1703117031490600
10002768,HY192065,03/20/2015 03:12:00 PM,094XX S MICHIGAN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,634,6,6,49,24,1178814.0,1842398.0,2015,02/10/2018 03:50:01 PM,41.722835484,-87.62061829700001,"(41.722835484, -87.620618297)",1400000US1703117031490300
10002769,HY192005,03/20/2015 02:08:00 PM,002XX W 95TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA PARKING LOT/GROUNDS,True,False,634,6,21,49,15,1176168.0,1841939.0,2015,02/10/2018 03:50:01 PM,41.721635631,-87.63032398600001,"(41.721635631, -87.630323986)",1400000US1703117031490600
10002771,HY191938,03/19/2015 10:00:00 PM,039XX N LAMON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1634,16,45,15,05,1142967.0,1925906.0,2015,02/10/2018 03:50:01 PM,41.952732841,-87.74984566,"(41.952732841, -87.74984566)",1400000US1703117031150800
10002772,HY190621,03/19/2015 01:30:00 PM,003XX E KENSINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,532,5,9,53,08B,1180669.0,1828256.0,2015,02/10/2018 03:50:01 PM,41.683985599,-87.61425620899999,"(41.683985599, -87.614256209)",1400000US1703117031530100
10002773,HY192014,03/20/2015 03:00:00 PM,030XX S HALSTED ST,0890,THEFT,FROM BUILDING,OTHER,False,False,913,9,11,60,06,1171460.0,1884820.0,2015,02/10/2018 03:50:01 PM,41.839410287,-87.64631363299999,"(41.839410287, -87.646313633)",1400000US1703117031840200
10002775,HY192086,03/20/2015 01:25:00 PM,009XX E 63RD ST,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,False,False,314,3,20,42,06,1183654.0,1863436.0,2015,02/10/2018 03:50:01 PM,41.780454612,-87.602235272,"(41.780454612, -87.602235272)",1400000US1703117031420400
10002776,HY191987,03/20/2015 02:40:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,833,8,13,65,06,1145727.0,1853720.0,2015,02/10/2018 03:50:01 PM,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)",1400000US1703117031650500
10002777,HY189864,03/18/2015 06:01:00 PM,117XX S HALSTED ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,False,False,524,5,34,53,03,1173092.0,1827204.0,2015,02/10/2018 03:50:01 PM,41.681268941999996,-87.642024029,"(41.681268942, -87.642024029)",1400000US1703117031530300
10002778,HY191932,03/20/2015 01:22:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1833,18,42,8,06,1177338.0,1906181.0,2015,02/10/2018 03:50:01 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)",1400000US1703117031081201
10002780,HY192054,03/20/2015 03:56:00 PM,054XX S WENTWORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,225,2,3,37,18,1175887.0,1869033.0,2015,02/10/2018 03:50:01 PM,41.795991039,-87.63054248899999,"(41.795991039, -87.630542489)",1400000US1703117031835600
10002781,HY192043,12/12/2014 01:00:00 PM,115XX S HALSTED ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,524,5,34,53,06,1173048.0,1828494.0,2014,02/10/2018 03:50:01 PM,41.684809877,-87.642147208,"(41.684809877, -87.642147208)",1400000US1703117031530300
10002782,HY191853,09/01/2014 12:01:00 AM,052XX W CHICAGO AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,False,1524,15,37,25,02,1141093.0,1904825.0,2014,02/10/2018 03:50:01 PM,41.894919152,-87.757255285,"(41.894919152, -87.757255285)",1400000US1703117031251200
10002783,HY192093,03/19/2015 08:00:00 AM,086XX S HERMITAGE AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,614,6,18,71,06,1166181.0,1847484.0,2015,02/10/2018 03:50:01 PM,41.737069931,-87.666747343,"(41.737069931, -87.666747343)",1400000US1703117031711200
10002784,HY191682,03/19/2015 03:30:00 PM,006XX E 131ST ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,533,5,9,54,08A,1182901.0,1818558.0,2015,02/10/2018 03:50:01 PM,41.657321469,-87.60638511200001,"(41.657321469, -87.606385112)",1400000US1703117031540101
10002786,HY192060,03/19/2015 03:00:00 PM,024XX W MOFFAT ST,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,False,False,1434,14,1,22,06,1159805.0,1912220.0,2015,02/10/2018 03:50:01 PM,41.914846296,-87.688326619,"(41.914846296, -87.688326619)",1400000US1703117031832400
10002787,HY192042,03/20/2015 01:30:00 PM,015XX E 55TH ST,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,False,234,2,4,41,06,1187447.0,1868839.0,2015,02/10/2018 03:50:01 PM,41.795191528000004,-87.58815799799999,"(41.795191528, -87.588157998)",1400000US1703117031411100
10002788,HY191326,03/20/2015 12:48:00 AM,095XX S LA SALLE ST,0460,BATTERY,SIMPLE,STREET,False,False,511,5,21,49,08B,1176957.0,1841794.0,2015,02/10/2018 03:50:01 PM,41.721220015,-87.62743838799999,"(41.721220015, -87.627438388)",1400000US1703117031490600
10002790,HY192108,03/20/2015 03:50:00 PM,0000X W WASHINGTON ST,0870,THEFT,POCKET-PICKING,CTA STATION,False,False,112,1,42,32,06,1176035.0,1900821.0,2015,02/10/2018 03:50:01 PM,41.883216462,-87.62904392700001,"(41.883216462, -87.629043927)",1400000US1703117031839100
10002791,HY192090,03/19/2015 04:50:00 PM,006XX E 131ST ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,533,5,9,54,08A,1182901.0,1818558.0,2015,02/10/2018 03:50:01 PM,41.657321469,-87.60638511200001,"(41.657321469, -87.606385112)",1400000US1703117031540101
10002793,HY192067,03/20/2015 04:04:00 PM,011XX W HOLLYWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2022,20,48,77,14,1167600.0,1938016.0,2015,02/10/2018 03:50:01 PM,41.985467166999996,-87.65894316299999,"(41.985467167, -87.658943163)",1400000US1703117031030603
10002794,HY192110,03/20/2015 04:30:00 PM,011XX N WELLS ST,0560,ASSAULT,SIMPLE,OTHER,False,False,1824,18,43,8,08A,1174503.0,1908069.0,2015,02/10/2018 03:50:01 PM,41.903139736,-87.63445267600001,"(41.903139736, -87.634452676)",1400000US1703117031838300
10002795,HY192116,03/16/2015 08:00:00 PM,119XX S DOTY AVE W,0810,THEFT,OVER $500,OTHER,False,False,532,5,9,54,06,1184025.0,1826054.0,2015,02/10/2018 03:50:01 PM,41.677865485,-87.60203948700001,"(41.677865485, -87.602039487)",1400000US1703117031540102
10002796,HY190925,03/19/2015 04:50:00 PM,0000X E ROOSEVELT RD,0460,BATTERY,SIMPLE,CTA BUS,False,False,123,1,2,32,08B,1177073.0,1895079.0,2015,02/10/2018 03:50:01 PM,41.867436641,-87.62540628,"(41.867436641, -87.62540628)",1400000US1703117031330100
10002797,HY192001,03/20/2015 03:05:00 PM,037XX W LEXINGTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1133,11,24,27,18,1151649.0,1896447.0,2015,02/10/2018 03:50:01 PM,41.871727996,-87.718705982,"(41.871727996, -87.718705982)",1400000US1703117031270500
10002798,HY191944,03/20/2015 02:38:00 PM,081XX S EVANS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,631,6,6,44,15,1182644.0,1851128.0,2015,02/10/2018 03:50:01 PM,41.746703731,-87.60631943799999,"(41.746703731, -87.606319438)",1400000US1703117031440201
10002799,HY192105,03/20/2015 02:51:00 AM,012XX N CLARK ST,0810,THEFT,OVER $500,CURRENCY EXCHANGE,False,False,1821,18,42,8,06,1175314.0,1908524.0,2015,02/10/2018 03:50:01 PM,41.904370109,-87.631460067,"(41.904370109, -87.631460067)",1400000US1703117031080202
10002800,HY191844,03/20/2015 01:10:00 PM,0000X E GRAND AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,True,False,1834,18,42,8,06,1176796.0,1903917.0,2015,02/10/2018 03:50:01 PM,41.891694878,-87.62615583200001,"(41.891694878, -87.626155832)",1400000US1703117031081500
10002801,HY192083,03/20/2015 01:50:00 PM,076XX S GREEN ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,621,6,17,71,08B,1171962.0,1854137.0,2015,02/10/2018 03:50:01 PM,41.755201817,-87.645372621,"(41.755201817, -87.645372621)",1400000US1703117031710200
10002802,HY192009,03/20/2015 02:23:00 PM,051XX N DAMEN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",False,False,2032,20,47,4,24,1162074.0,1934195.0,2015,02/10/2018 03:50:01 PM,41.975099794,-87.679374655,"(41.975099794, -87.679374655)",1400000US1703117031040402
10002803,HY192099,12/02/2014 03:00:00 PM,082XX S LAFAYETTE AVE,0810,THEFT,OVER $500,STREET,False,False,622,6,21,44,06,1177362.0,1850584.0,2014,02/10/2018 03:50:01 PM,41.745331765,-87.62569025399999,"(41.745331765, -87.625690254)",1400000US1703117031842400
10002804,HY192041,03/20/2015 10:30:00 AM,078XX S ABERDEEN ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,612,6,17,71,05,1170344.0,1852792.0,2015,02/10/2018 03:50:01 PM,41.751546311,-87.65134122399999,"(41.751546311, -87.651341224)",1400000US1703117031710800
10002805,HY192051,03/20/2015 03:55:00 PM,069XX S WESTERN AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,832,8,17,66,06,1161571.0,1858676.0,2015,02/10/2018 03:50:01 PM,41.7678792,-87.683327303,"(41.7678792, -87.683327303)",1400000US1703117031661000
10002806,HY191351,03/19/2015 12:00:00 PM,112XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,531,5,9,49,05,1180913.0,1830469.0,2015,02/10/2018 03:50:01 PM,41.690052791,-87.613295298,"(41.690052791, -87.613295298)",1400000US1703117031491400
10002807,HY192019,03/20/2015 02:41:00 PM,081XX S ELLIS AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,631,6,8,44,08A,1184308.0,1851297.0,2015,02/10/2018 03:50:01 PM,41.747128743000005,-87.600216921,"(41.747128743, -87.600216921)",1400000US1703117031440101
10002809,HY192080,03/20/2015 07:30:00 AM,066XX S KOSTNER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,833,8,13,65,05,1148184.0,1860234.0,2015,02/10/2018 03:50:01 PM,41.772421756,-87.73235745,"(41.772421756, -87.73235745)",1400000US1703117031650301
10002810,HY191942,03/20/2015 02:00:00 PM,081XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,8,44,08B,1183322.0,1851132.0,2015,02/10/2018 03:50:01 PM,41.746698961,-87.60383498,"(41.746698961, -87.60383498)",1400000US1703117031440101
10002811,HY191841,03/20/2015 10:00:00 AM,072XX S STATE ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,323,3,6,69,08A,1177540.0,1856922.0,2015,02/10/2018 03:50:01 PM,41.762719954,-87.62484679100001,"(41.762719954, -87.624846791)",1400000US1703117031691000
10002812,HY191427,03/20/2015 04:45:00 AM,094XX S DR MARTIN LUTHER KING JR DR,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,633,6,9,49,03,1180571.0,1842568.0,2015,02/10/2018 03:50:01 PM,41.723261888,-87.614177446,"(41.723261888, -87.614177446)",1400000US1703117031490400
10002818,HY192058,03/20/2015 03:15:00 PM,118XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2234,22,34,75,06,1167507.0,1826158.0,2015,02/10/2018 03:50:01 PM,41.678519693,-87.662497935,"(41.678519693, -87.662497935)",1400000US1703117031750500
10002819,HY191249,03/15/2015 08:00:00 AM,003XX E 138TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,533,5,9,54,05,1181028.0,1813910.0,2015,02/10/2018 03:50:01 PM,41.644609763000005,-87.613380728,"(41.644609763, -87.613380728)",1400000US1703117031540101
10002821,HY190890,03/19/2015 04:55:00 PM,110XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,513,5,9,49,08B,1178803.0,1831679.0,2015,02/10/2018 03:50:01 PM,41.693421344,-87.620983384,"(41.693421344, -87.620983384)",1400000US1703117031490901
10002822,HY192050,03/15/2015 12:01:00 AM,052XX W CONGRESS PKWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1522,15,29,25,11,1141612.0,1897182.0,2015,02/10/2018 03:50:01 PM,41.873936235,-87.755538111,"(41.873936235, -87.755538111)",1400000US1703117031252102
10002824,HY191902,03/20/2015 10:00:00 AM,018XX S BLUE ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,False,True,1233,12,25,31,08B,1167207.0,1891266.0,2015,02/10/2018 03:50:01 PM,41.857190995,-87.66173517899999,"(41.857190995, -87.661735179)",1400000US1703117031310600
10002825,HY192154,03/20/2015 04:00:00 PM,012XX W 87TH ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False,2222,22,21,71,26,1169761.0,1847097.0,2015,02/10/2018 03:50:01 PM,41.735931109,-87.65364248200001,"(41.735931109, -87.653642482)",1400000US1703117031711100
10002826,HY191266,03/19/2015 10:15:00 PM,013XX W TAYLOR ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,1231,12,2,28,04A,1167777.0,1895710.0,2015,02/10/2018 03:50:01 PM,41.86937345,-87.65951493600001,"(41.86937345, -87.659514936)",1400000US1703117031283200
10002828,HY192134,03/20/2015 04:45:00 PM,003XX W CHICAGO AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,1823,18,27,8,06,1173601.0,1905657.0,2015,02/10/2018 03:50:01 PM,41.896541195,-87.63783769700001,"(41.896541195, -87.637837697)",1400000US1703117031081800
10002830,HY192085,03/19/2015 06:00:00 PM,076XX N SHERIDAN RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,TAVERN/LIQUOR STORE,False,False,2422,24,49,1,11,1165468.0,1950779.0,2015,02/10/2018 03:50:01 PM,42.0205349,-87.666418834,"(42.0205349, -87.666418834)",1400000US1703117031010100
10002831,HY192057,03/20/2015 06:30:00 AM,023XX W 113TH PL,0810,THEFT,OVER $500,STREET,False,False,2212,22,19,75,06,1162827.0,1829256.0,2015,02/10/2018 03:50:01 PM,41.687119881,-87.679542525,"(41.687119881, -87.679542525)",1400000US1703117031750500
10002834,HY192129,03/20/2015 05:00:00 PM,013XX W 52ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,934,9,16,61,14,1168459.0,1870286.0,2015,02/10/2018 03:50:01 PM,41.799592827,-87.65774523700001,"(41.799592827, -87.657745237)",1400000US1703117031611900
10002835,HY192139,03/20/2015 04:00:00 PM,049XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2033,20,48,3,14,1167419.0,1933102.0,2015,02/10/2018 03:50:01 PM,41.97198692,-87.659750985,"(41.97198692, -87.659750985)",1400000US1703117031031200
